time,Acceleration_x,Acceleration_y,Acceleration_z,Gyroscope_x,Gyroscope_y,Gyroscope_z,magnetic_x,magnetic_y,magnetic_z,
11:41:16.793 , -0.11, 0.02, 0.07, -0.12, -9.34, -0.06, -28.58, 1056.93, -528.82, 
11:41:16.829 , -0.03, 0.01, -0.08, 0.00, 7.02, 0.06, 8.93, 993.59, -499.24, 
11:41:16.836 , -0.10, -0.09, 0.08, 1.59, -5.13, 1.53, 8.93, 993.59, -499.24, 
11:41:16.838 , -0.06, 0.06, 0.02, -3.36, -1.46, 0.61, -5.36, 1073.22, -516.64, 
11:41:16.854 , -0.06, 0.04, -0.01, 3.17, 3.78, -0.79, -5.36, 1073.22, -516.64, 
11:41:16.868 , -0.08, 0.08, 0.05, -0.85, -7.63, 1.04, 21.44, 1002.63, -497.50, 
11:41:16.883 , -0.02, 0.01, -0.03, -1.89, 5.98, 0.92, 21.44, 1002.63, -497.50, 
11:41:16.904 , -0.08, -0.08, 0.11, 1.65, -2.56, 1.34, -25.01, 1053.31, -532.29, 
11:41:16.915 , -0.07, 0.01, -0.12, -0.85, -3.54, -0.73, -25.01, 1053.31, -532.29, 
11:41:16.951 , 0.00, 0.09, -0.02, 0.12, 5.49, 0.61, 8.93, 1022.54, -488.81, 
11:41:16.952 , -0.04, -0.01, 0.10, -0.43, -8.42, 1.53, 8.93, 1022.54, -488.81, 
11:41:16.967 , 0.09, -0.08, -0.05, -1.83, 5.62, 0.67, -16.08, 1047.88, -520.12, 
11:41:16.973 , -0.05, -0.02, -0.09, 2.69, -2.44, 0.24, -16.08, 1047.88, -520.12, 
11:41:16.988 , -0.04, 0.08, 0.11, -1.34, -2.99, 1.46, 8.93, 1008.06, -485.33, 
11:41:17.022 , -0.01, 0.04, -0.01, -1.04, 5.13, 0.37, 8.93, 1008.06, -485.33, 
11:41:17.025 , -0.13, -0.08, 0.18, 1.46, -6.10, 0.37, -10.72, 1060.55, -532.29, 
11:41:17.033 , -0.06, -0.09, -0.18, -0.98, 1.95, 0.31, -10.72, 1060.55, -532.29, 
11:41:17.048 , -0.16, -0.01, 0.14, 1.28, 1.83, 1.16, 3.57, 1013.49, -490.55, 
11:41:17.062 , -0.15, 0.05, 0.15, -1.71, -6.29, 1.28, 3.57, 1013.49, -490.55, 
11:41:17.077 , -0.15, 0.04, -0.00, 0.98, 5.07, -1.10, -21.44, 1046.07, -546.21, 
11:41:17.093 , -0.11, -0.09, 0.06, 0.67, -3.60, 0.98, -21.44, 1046.07, -546.21, 
11:41:17.108 , -0.05, 0.06, 0.03, -2.32, -3.42, 1.22, -1.79, 1018.92, -485.33, 
11:41:17.125 , 0.13, 0.00, -0.03, -0.31, 5.55, 0.61, -1.79, 1018.92, -485.33, 
11:41:17.139 , -0.01, 0.04, -0.10, 1.65, -8.97, 0.06, -8.93, 1047.88, -527.08, 
